tracking_id	locus	nearest_ref_id	class_code	transcript_length	T1a	T1b	T2	T3	N1	N2
Gene_04909	chr1:109338852-109338909	NM_007269	c		185	115	438	415	265	239
Gene_04910	chr1:109339292-109339348	NM_007269	o		38	12	129	7	5	7
Gene_04911	chr1:109351676-109351819	NM_007269	c		56	66	242	274	211	164
Gene_04912	chr1:109427924-109428046	NM_013296	c		153	194	1088	139	297	164
Gene_04913	chr1:109440584-109441370	NM_013296	c		154	236	443	360	221	92
Gene_04914	chr1:109441533-109441607	NM_013296	c		11	7	22	44	38	19
Gene_04915	chr1:109445743-109445829	NM_013296	e		90	60	232	602	303	95
Gene_04916	chr1:109446770-109446859	NM_013296	c		885	485	108	354	531	361
Gene_04917	chr1:109461243-109465169	NM_013296	c		0	0	0	0	1	2
Gene_04918	chr1:109466674-109466803	NM_013296	c		165	55	90	43	198	234
Gene_04919	chr1:109472672-109472844	NM_013296	c		19	24	34	19	83	32
Gene_04920	chr1:109635566-109635623	NM_020141	c		111	107	132	81	183	125
Gene_04921	chr1:109637373-109637452	NM_020141	c		2	1	2	1	0	1
Gene_04922	chr1:109637671-109637909	NM_020141	c		1	0	10	0	0	3
Gene_04923	chr1:109638114-109638193	NM_020141	c		193	218	147	563	419	207
Gene_04924	chr1:109638913-109639017	NM_020141	c		17	7	38	46	127	184
Gene_04925	chr1:109756571-109766653	NM_006513	c		0	0	0	1	0	0
Gene_04926	chr1:109773524-109773626	NM_006513	c		2	1	0	0	4	0
Gene_04927	chr1:109778658-109778745	NM_006513	e		186	196	476	151	555	254
Gene_04928	chr1:109780424-109780525	NM_006513	c		8	10	60	7	8	17
Gene_04929	chr1:109780703-109780830	NM_006513	o		55	75	187	426	221	53
Gene_04930	chr1:109817924-109817974	NM_001408	c		0	0	7	0	0	1
Gene_04931	chr1:110039094-110039230	NM_001134404	c		4	0	11	1	2	10
Gene_04932	chr1:110091282-110091467	NM_006496	e		2	0	8	0	24	4
Gene_04933	chr1:110125083-110125182	NM_006496	c		0	0	0	0	0	0
Gene_04934	chr1:110128848-110129056	NM_006496	e		15	18	102	66	13	13
Gene_04935	chr1:110129442-110129541	NM_006496	e		13	16	29	20	17	5
Gene_04936	chr1:110135001-110135291	NM_006496	c		25	6	23	4	12	32
Gene_04937	chr1:110136202-110136264	NM_006496	c		15	10	61	30	185	81
Gene_04938	chr1:110136453-110136506	NM_006496	c		11	5	30	25	63	49
Gene_04939	chr1:110172043-110172166	NM_004037	e		225	203	269	283	559	233
Gene_04940	chr1:110174582-110174637	NM_004037	c		89	63	543	243	133	103
Gene_04941	chr1:110203891-110204166	NR_024538	c		566	378	652	557	1072	828
Gene_04942	chr1:110207845-110208000	NM_147148	c		2	4	4	10	6	7
Gene_04943	chr1:110212119-110212159	NM_000848	c		13	3	3	7	0	3
Gene_04944	chr1:110214092-110214201	NM_000848	e		31	61	76	12	47	17
Gene_04945	chr1:110466174-110466300	NM_000757	c		102	99	364	341	185	179
Gene_04946	chr1:110557403-110557512	NM_006621	e		4	2	70	36	1	11
Gene_04947	chr1:110559294-110560169	NM_006621	c		0	0	1	0	0	0
Gene_04948	chr1:110560570-110560641	NM_006621	e		194	117	149	50	377	230
Gene_04949	chr1:110561694-110561734	NM_006621	c		11	6	36	1	60	18
Gene_04950	chr1:110562210-110562253	NM_006621	e		158	122	129	87	94	57
Gene_04951	chr1:110563349-110564341	NM_006621	e		12	4	7	17	13	5
Gene_04952	chr1:110564756-110564923	NM_006621	c		5	4	0	1	0	2
Gene_04953	chr1:110565130-110565184	NM_006621	c		129	128	257	285	368	532
Gene_04954	chr1:110565353-110565575	NM_006621	c		53	14	115	30	37	44
Gene_04955	chr1:110565917-110565992	NM_006621	c		54	69	87	33	106	20
Gene_04956	chr1:110566093-110566149	NM_006621	c		11	11	59	2	28	9
Gene_04957	chr1:110587656-110587696	NM_033088	c		194	217	315	338	430	231
Gene_04958	chr1:110590433-110591822	NM_033088	c		1152	947	8821	6868	2873	1989
Gene_04959	chr1:110596989-110597029	NM_033088	c		57	38	259	90	39	22
Gene_04960	chr1:110884140-110884201	NM_022768	c		132	111	24	35	171	60
Gene_04961	chr1:110888158-110888203	NM_022768	e		50	36	103	53	156	46
Gene_04962	chr1:111682883-111690491	NM_006090	c		1	0	0	0	0	0
Gene_04963	chr1:111703781-111703913	NM_006090	c		46	37	141	11	41	10
Gene_04964	chr1:111717547-111717890	NM_006090	e		0	0	0	0	0	1
Gene_04965	chr1:111726831-111726871	NM_006090	c		2	4	24	132	0	8
Gene_04966	chr1:111727127-111727262	NM_006090	c		405	279	798	457	827	1018
Gene_04967	chr1:111998722-111998870	NM_001688	c		257	474	507	1285	1441	396
Gene_04968	chr1:112003531-112003629	NM_001688	e		0	0	0	0	0	15
Gene_04969	chr1:112251769-112275235	NM_001010935	c		117	133	105	314	263	80
Gene_04970	chr1:112304901-112304944	NM_007204	c		1	3	6	1	1	1
Gene_04971	chr1:112305305-112305404	NM_007204	o		39	35	428	259	318	134
Gene_04972	chr1:112305529-112308464	NM_007204	c		17	12	100	22	10	13
Gene_04973	chr1:112308519-112308562	NM_007204	c		6	12	21	52	0	7
Gene_04974	chr1:112309376-112309422	NM_007204	c		4	7	9	0	0	3
Gene_04975	chr1:112938847-112938895	NM_018704	e		16	12	19	25	26	34
Gene_04976	chr1:112991692-112991732	NM_018704	c		225	177	588	530	1617	488
Gene_04977	chr1:112997101-112997169	NM_018704	c		62	37	0	133	0	45
Gene_04978	chr1:112998744-112999005	NM_018704	c		6	3	8	42	7	4
Gene_04979	chr1:112999077-112999139	NM_018704	c		71	84	47	77	254	36
Gene_04980	chr1:112999358-112999679	NM_018704	c		1	2	1	7	0	0
Gene_04981	chr1:112999783-112999923	NM_018704	c		1	0	0	0	0	1
Gene_04982	chr1:113001054-113001169	NM_018704	c		35	17	97	98	75	78
Gene_04983	chr1:113001364-113001511	NM_018704	c		538	793	905	3263	1462	443
Gene_04984	chr1:113001858-113001943	NM_018704	c		0	0	0	0	0	1
Gene_04985	chr1:113002473-113002685	NM_018704	c		91	58	214	54	147	86
Gene_04986	chr1:113192036-113196245	NM_006135	e		42	12	32	7	2	27
Gene_04987	chr1:113212615-113213475	NM_006135	c		283	226	448	216	634	72
Gene_04988	chr1:113213924-113214230	NM_006135	c		2462	2156	6559	8869	5409	6366
Gene_04989	chr1:113238815-113238870	NM_001130079	c		7	4	34	49	0	2
Gene_04990	chr1:113623938-113627983	NM_014813	i		158	93	366	387	313	217
Gene_04991	chr1:114034837-114042452	NM_001142782	i		104	62	100	84	174	79
Gene_04992	chr1:114131564-114142054	NM_001142782	o		2	9	20	0	0	2
Gene_04993	chr1:114184966-114185006	NM_001142782	c		9	5	10	30	41	12
Gene_04994	chr1:114196594-114196634	NM_001142782	c		0	0	5	0	6	6
Gene_04995	chr1:114201763-114201805	NM_001142782	c		4	4	87	50	50	24
Gene_04996	chr1:114225757-114225911	NM_001142782	c		6	0	3	4	23	19
Gene_04997	chr1:114226115-114226256	NM_001142782	c		4	8	11	9	0	0
Gene_04998	chr1:114226349-114226393	NM_001142782	c		4	1	0	6	0	4
Gene_04999	chr1:114449692-114450657	NM_022836	c		652	742	3025	630	930	1759
Gene_05000	chr1:114453938-114454006	NM_022836	c		0	0	0	0	0	2
Gene_05001	chr1:114456055-114456159	NM_022836	c		92	112	372	232	293	226
Gene_05002	chr1:114498225-114499330	NM_181358	c		4	2	2	9	0	0
Gene_05003	chr1:114499759-114499859	NM_181358	c		1803	1245	3254	4446	3548	1420
Gene_05004	chr1:114511113-114511170	NM_181358	c		2976	3292	10113	26114	9715	3586
Gene_05005	chr1:114517029-114517141	NM_181358	c		2	1	8	3	2	3
Gene_05006	chr1:114519387-114519427	NM_181358	c		364	144	95	106	407	245
Gene_05007	chr1:114519775-114519928	NM_181358	c		118	105	125	0	247	232
Gene_05008	chr1:114523186-114523240	NM_020190	e		186	172	673	1416	721	742
Gene_05009	chr1:114524204-114524452	NM_020190	c		28	20	20	15	13	66
Gene_05010	chr1:114524583-114524633	NM_020190	c		90	82	117	160	505	279
Gene_05011	chr1:114524741-114524801	NM_020190	c		3	6	9	0	0	7
Gene_05012	chr1:116222608-116228130	NM_138959	o		65	56	132	54	71	60
Gene_05013	chr1:116233812-116233951	NM_138959	c		0	0	13	8	0	0
Gene_05014	chr1:116235531-116235575	NM_138959	c		270	290	685	1114	583	317
Gene_05015	chr1:116239738-116239978	NM_138959	c		1	8	19	7	0	4
Gene_05016	chr1:116240667-116240796	NM_138959	c		0	0	4	14	1	2
Gene_05017	chr1:116590898-116600860	NM_018420	i		24	16	37	7	12	29
Gene_05018	chr1:116926052-116926223	NM_001160234	e		16	22	62	22	42	32
Gene_05019	chr1:116926635-116926749	NM_001160234	e		30	16	38	55	9	23
Gene_05020	chr1:116931272-116931398	NM_001160234	e		11	8	32	6	7	11
Gene_05021	chr1:116932055-116932327	NM_001160234	e		98	196	2438	761	619	254
Gene_05022	chr1:116932895-116932955	NM_001160234	c		13	2	15	0	3	3
Gene_05023	chr1:116933406-116933494	NM_001160234	c		23	19	180	145	32	120
Gene_05024	chr1:116939271-116939312	NM_001160234	c		17	12	94	76	136	59
Gene_05025	chr1:116940506-116940627	NM_001160234	e		8	6	2	8	2	3
Gene_05026	chr1:116941239-116942170	NM_001160234	e		9	0	18	0	0	5
Gene_05027	chr1:116943510-116947094	NM_001160234	c		2	2	2	0	0	5
Gene_05028	chr1:116947175-116947296	NM_001160234	c		42	24	16	15	31	0
Gene_05029	chr1:117503958-117504128	NM_020440	c		0	0	0	0	0	2
Gene_05030	chr1:117509738-117509778	NM_020440	c		163	150	199	239	145	128
Gene_05031	chr1:117529601-117529681	NM_020440	c		187	97	303	301	427	312
Gene_05032	chr1:117529747-117530120	NM_020440	c		0	0	2	0	0	2
Gene_05033	chr1:117530269-117530316	NM_020440	c		0	0	0	6	0	0
Gene_05034	chr1:117530374-117530439	NM_020440	c		0	0	0	0	0	2
Gene_05035	chr1:117530798-117530844	NM_020440	c		9	2	0	4	8	0
Gene_05036	chr1:117531078-117531161	NM_020440	c		0	0	390	1	45	9
Gene_05037	chr1:117531586-117531675	NM_020440	c		28	51	224	20	83	90
Gene_05038	chr1:117531846-117532001	NM_020440	c		422	400	1349	1351	1347	523
Gene_05039	chr1:117532792-117532859	NM_020440	c		72	97	201	177	233	147
Gene_05040	chr1:117618264-117618392	NM_003594	c		95	124	228	320	249	130
Gene_05041	chr1:117620569-117620609	NM_003594	c		4	2	18	15	11	14
Gene_05042	chr1:117626672-117626748	NM_003594	c		62	106	63	158	81	59
Gene_05043	chr1:117644178-117644251	NM_003594	c		0	0	3	0	0	2
Gene_05044	chr1:117644779-117644895	NM_003594	c		52	39	153	175	193	86
Gene_05045	chr1:117944804-117957384	NM_006699	e		5	0	6	0	2	4
Gene_05046	chr1:117957415-117957457	NM_006699	e		65	44	312	213	137	111
Gene_05047	chr1:117984857-118003175	NM_006699	c		5	4	7	0	5	1
Gene_05048	chr1:118065795-118065853	NM_006699	c		121	147	212	289	170	146
Gene_05049	chr1:118164936-118170680	NM_017709	c		140	153	117	64	186	130
Gene_05050	chr1:118164936-118170680	NM_017709	c		1	0	0	0	0	0
Gene_05051	chr1:118164936-118170680	NM_017709	c		5	77	0	0	261	56
Gene_05052	chr1:118164936-118170680	NM_017709	c		74	40	374	76	58	72
Gene_05053	chr1:118164936-118170680	NM_017709	c		30	16	93	83	138	53
Gene_05054	chr1:118164936-118170680	NM_017709	c		0	0	4	0	12	297
Gene_05055	chr1:118476009-118476096	NM_006784	c		32	39	26	49	0	16
Gene_05056	chr1:118479403-118479472	NM_006784	c		3	3	1	0	0	1
Gene_05057	chr1:118481115-118481187	NM_006784	e		149	144	319	218	265	168
Gene_05058	chr1:118494920-118494989	NM_006784	c		0	0	1	0	0	0
Gene_05059	chr1:118497966-118498006	NM_006784	e		2019	1928	6988	4998	3996	5000
Gene_05060	chr1:118501900-118502087	NM_006784	e		2	1	7	0	2	1
Gene_05061	chr1:118502747-118502798	NM_006784	c		2281	2549	5678	3754	4883	848
Gene_05062	chr1:118678015-118679466	NM_206996	i		89	13	50	6	80	102
Gene_05063	chr1:120286732-120286818	NM_006623	c		183	115	394	74	461	354
Gene_05064	chr1:120492479-120501394	-	-		7	13	42	0	4	2
Gene_05065	chr1:121141791-121154045	-	-		222	200	1231	1260	721	974
Gene_05066	chr1:121141791-121154045	-	-		6	1	11	0	4	6
Gene_05067	chr1:143949557-143952224	-	-		105	95	196	107	159	97
Gene_05068	chr1:145004790-145030657	-	-		0	0	2	5	0	1
Gene_05069	chr1:145093932-145109575	NM_004892	c		57	51	123	162	103	53
Gene_05070	chr1:145115740-145115780	NM_004892	c		272	214	108	105	252	110
Gene_05071	chr1:145115834-145115949	NM_004892	c		2	6	0	0	3	1
Gene_05072	chr1:145116361-145116958	NM_004892	o		8	5	12	81	19	41
Gene_05073	chr1:145273254-145273363	NM_203458	c		443	413	4610	1569	1206	856
Gene_05074	chr1:145282557-145282703	NM_203458	c		0	0	13	4	0	19
Gene_05075	chr1:145283656-145283914	NM_203458	c		257	238	889	988	869	501
Gene_05076	chr1:145293434-145293512	NM_001039703	c		28	24	210	45	44	74
Gene_05077	chr1:145297622-145297766	NM_001039703	e		23	51	120	3	80	34
Gene_05078	chr1:145311067-145311208	NM_001039703	e		147	132	116	53	235	160
Gene_05079	chr1:145427942-145441399	NM_006472	c		21	18	67	13	16	9
Gene_05080	chr1:145427942-145441399	NM_006472	c		36	39	56	22	82	34
Gene_05081	chr1:145427942-145441399	NM_006472	e		58	28	18	2	175	150
Gene_05082	chr1:145441476-145442448	NM_006472	c		3	0	0	0	0	0
Gene_05083	chr1:145474844-145474927	NM_001039888	c		37	39	43	59	52	17
Gene_05084	chr1:145501896-145511751	NM_005105	o		3	3	17	2	3	3
Gene_05085	chr1:145522835-145522990	NM_003846	c		504	457	5	134	0	33
Gene_05086	chr1:145523044-145523530	NM_003846	c		0	1	0	1	1	0
Gene_05087	chr1:145537459-145537517	NM_003637	c		5	21	10	23	16	12
Gene_05088	chr1:145538220-145538295	NM_003637	c		13	23	255	111	70	19
Gene_05089	chr1:145542253-145542305	NM_003637	c		299	247	329	233	371	161
Gene_05090	chr1:145542790-145542859	NM_003637	c		2059	1975	7009	5030	3924	4876
Gene_05091	chr1:145543731-145543823	NM_003637	c		8	14	44	53	62	29
Gene_05092	chr1:145578150-145578386	NM_006099	c		0	3	0	0	4	0
Gene_05093	chr1:145585968-145586077	NM_006099	c		0	0	0	0	0	3
Gene_05094	chr1:145650431-145650542	NM_014455	e		0	1	0	0	0	1
Gene_05095	chr1:145688168-145688268	NM_014455	c		265	255	1036	782	413	141
Gene_05096	chr1:145688515-145688616	NM_014455	c		0	0	1	0	0	2
Gene_05097	chr1:146649960-146650331	NR_002305	c		0	0	2	0	0	0
Gene_05098	chr1:146737658-146737728	NM_004284	c		11	6	39	12	11	26
Gene_05099	chr1:146751808-146751903	NM_004284	e		220	94	18	9	1	1
Gene_05100	chr1:146757055-146757165	NM_004284	c		200	297	590	996	931	339
Gene_05101	chr1:147086216-147086367	NM_004326	e		1089	907	8655	6321	2424	1666
Gene_05102	chr1:147087621-147087700	NM_004326	c		32	25	16	0	46	13
Gene_05103	chr1:147090626-147090758	NM_004326	c		0	0	0	1	0	0
Gene_05104	chr1:147092390-147092448	NM_004326	c		0	0	1	0	0	0
Gene_05105	chr1:147092678-147092781	NM_004326	c		0	0	0	0	7	0
Gene_05106	chr1:147095629-147095763	NM_004326	e		55	57	75	77	73	40
Gene_05107	chr1:147096910-147097118	NM_004326	c		2224	2176	2292	5500	16267	2705
Gene_05108	chr1:148938461-148940383	NR_027354	i		103	73	1086	461	596	219
Gene_05109	chr1:148945971-148948229	NR_027354	i		0	0	206	65	0	3
Gene_05110	chr1:149283032-149283222	NR_027002	c		0	0	1	0	0	0
Gene_05111	chr1:149858491-149858592	NM_003517	o		13	27	26	15	25	9
Gene_05112	chr1:150049748-150049809	NM_007259	c		70	88	169	103	89	61
Gene_05113	chr1:150064398-150065677	NM_007259	c		115	57	154	137	160	91
Gene_05114	chr1:150082623-150082726	NM_007259	c		4	4	14	2	2	10
Gene_05115	chr1:150117276-150117375	NM_007259	c		4	1	4	17	20	3
Gene_05116	chr1:150131482-150131604	NM_016274	c		121	87	130	102	339	155
Gene_05117	chr1:150256854-150256907	NM_144697	c		1	2	6	1	0	0
Gene_05118	chr1:150258851-150259121	NM_144697	c		26	61	552	191	75	14
Gene_05119	chr1:150266619-150266863	NM_018997	c		23	17	19	19	13	9
Gene_05120	chr1:150266619-150266863	NM_031901	c		19	4	32	44	163	17
Gene_05121	chr1:150297349-150297548	NM_004698	e		3	0	0	8	0	6
Gene_05122	chr1:150305180-150305229	NM_004698	c		19	18	20	7	1	8
Gene_05123	chr1:150305449-150305501	NM_004698	o		0	0	1	0	0	0
Gene_05124	chr1:150307459-150307707	NM_004698	c		0	0	0	0	1	0
Gene_05125	chr1:150310651-150310713	NM_004698	c		70	50	93	51	104	104
Gene_05126	chr1:150315743-150315901	NM_004698	e		73	86	193	375	253	163
Gene_05127	chr1:150318440-150318742	NM_004698	e		142	45	143	86	186	77
Gene_05128	chr1:150318883-150319056	NM_004698	e		20	23	156	90	49	27
Gene_05129	chr1:150321642-150321693	NM_004698	c		536	405	2419	1371	1010	1180
Gene_05130	chr1:150325439-150325514	NM_004698	c		54	44	80	174	55	56
Gene_05131	chr1:150325580-150325639	NM_004698	c		6	0	10	0	0	6
Gene_05132	chr1:150432614-150432703	NM_015203	c		79	126	369	874	800	522
Gene_05133	chr1:150437031-150437162	NM_015203	c		155	174	540	79	82	94
Gene_05134	chr1:150443078-150443165	NM_015203	c		102	71	304	123	208	211
Gene_05135	chr1:150443656-150443697	NM_015203	c		33	36	485	474	296	154
Gene_05136	chr1:150443912-150443954	NM_015203	c		1	0	0	0	0	0
Gene_05137	chr1:150444515-150444622	NM_015203	c		60	62	764	461	290	67
Gene_05138	chr1:150444884-150444993	NM_015203	c		93	94	206	137	287	179
Gene_05139	chr1:150446678-150446720	NM_015203	c		38	9	53	68	60	78
Gene_05140	chr1:150447418-150447458	NM_015203	c		134	99	265	313	104	109
Gene_05141	chr1:150485731-150485771	NM_022664	c		1013	696	1254	585	1305	581
Gene_05142	chr1:150485943-150486025	NM_022664	c		54	16	128	33	110	119
Gene_05143	chr1:150779352-150785806	-	-		33	29	58	2	9	4
Gene_05144	chr1:150917563-150917700	NR_026977	c		132	134	141	245	391	33
Gene_05145	chr1:150923847-150923901	NM_001145415	c		2544	2375	7833	8009	6712	5233
Gene_05146	chr1:150933087-150933221	NM_001145415	c		132	168	834	412	338	489
Gene_05147	chr1:150933373-150933418	NM_001145415	c		95	93	463	399	418	180
Gene_05148	chr1:150935581-150935621	NM_001145415	e		7	4	16	12	19	10
Gene_05149	chr1:150937032-150937109	NM_001145415	c		106	128	376	89	89	85
Gene_05150	chr1:150987848-151000261	NM_021222	o		48	46	87	162	122	67
Gene_05151	chr1:151006320-151006381	NM_021222	c		0	0	0	0	0	1
Gene_05152	chr1:151007687-151008108	NM_021222	c		63	56	143	75	103	107
Gene_05153	chr1:151007687-151008108	NM_021222	c		0	1	4	0	0	0
Gene_05154	chr1:151023082-151023122	NM_017860	c		0	0	1	12	1	5
Gene_05155	chr1:151023399-151023457	NM_017860	c		20	18	13	0	0	5
Gene_05156	chr1:151039940-151040146	NM_006818	c		48	35	190	105	178	241
Gene_05157	chr1:151040493-151040533	NM_006818	c		60	44	188	137	197	41
Gene_05158	chr1:151040598-151040681	NM_006818	c		39	43	167	60	98	169
Gene_05159	chr1:151040753-151040959	NM_006818	c		0	0	0	0	0	1
Gene_05160	chr1:151070349-151076085	NM_144618	c		0	1	4	0	6	0
Gene_05161	chr1:151089933-151090498	NM_144618	c		20	9	29	54	23	29
Gene_05162	chr1:151171254-151171480	NM_001135636	c		314	255	326	10	448	977
Gene_05163	chr1:151199799-151199866	NM_001135636	c		0	0	93	46	0	14
Gene_05164	chr1:151204983-151205180	NM_001135636	e		1790	701	2943	449	1766	905
Gene_05165	chr1:151206702-151206815	NM_001135636	c		25	15	86	26	0	10
Gene_05166	chr1:151210703-151210778	NM_001135637	e		105	38	112	241	117	338
Gene_05167	chr1:151221872-151221946	NM_001135636	c		0	0	0	0	1	0
Gene_05168	chr1:151234639-151234683	NM_002810	c		9	5	8	9	19	14
Gene_05169	chr1:151288268-151303808	-	-		79	46	72	22	133	44
Gene_05170	chr1:151372050-151372090	NM_002796	c		56	63	281	299	235	142
Gene_05171	chr1:151372918-151373152	NM_002796	e		1	1	8	51	5	2
Gene_05172	chr1:151373244-151373292	NM_002796	c		587	731	2627	1808	1210	791
Gene_05173	chr1:151373598-151374332	NM_002796	e		0	0	227	256	1172	882
Gene_05174	chr1:151497269-151497309	NM_020770	c		9	5	48	0	0	8
Gene_05175	chr1:151536398-151536474	NM_020127	e		71	21	66	91	94	82
Gene_05176	chr1:151542147-151542222	NM_020127	c		131	65	11	42	131	227
Gene_05177	chr1:151555143-151555265	NM_020127	c		0	0	66	0	27	1415
Gene_05178	chr1:151630708-151630903	NM_030918	e		6	7	32	5	0	1
Gene_05179	chr1:151633270-151638483	NM_030918	e		169	115	192	379	401	203
Gene_05180	chr1:151655824-151655878	NM_030918	e		84	128	87	22	40	50
Gene_05181	chr1:151666065-151666106	NM_030918	e		95	81	86	233	346	129
Gene_05182	chr1:151666720-151667193	NM_030918	c		3	0	6	0	6	0
Gene_05183	chr1:151667608-151667652	NM_030918	c		42	23	123	111	68	58
Gene_05184	chr1:151669483-151669523	NM_030918	c		198	68	172	144	753	720
Gene_05185	chr1:151669705-151669908	NM_030918	c		197	191	618	719	1206	531
Gene_05186	chr1:151670126-151670207	NM_030918	c		2	0	12	0	1	2
Gene_05187	chr1:153604196-153604241	NM_006271	c		42	36	46	18	131	130
Gene_05188	chr1:153614900-153614940	NM_015607	e		3	4	0	6	1	6
Gene_05189	chr1:153615769-153615891	NM_015607	e		0	0	0	3	0	0
Gene_05190	chr1:153617899-153617956	NM_015607	c		102	132	454	631	16	6
Gene_05191	chr1:153713130-153713202	NM_023015	c		13	15	1	0	0	0
Gene_05192	chr1:153735207-153735300	NM_023015	c		14	10	25	0	11	1
Gene_05193	chr1:153741395-153742308	NM_023015	c		12	30	0	0	0	10
Gene_05194	chr1:153742681-153742769	NM_023015	c		21	18	60	55	108	99
Gene_05195	chr1:153963234-153963327	NM_001030	e		71	50	268	626	1308	291
Gene_05196	chr1:154197484-154201196	NM_001127320	e		183	86	191	218	320	89
Gene_05197	chr1:154207070-154207208	NM_001127320	c		33	43	1858	1597	31	50
Gene_05198	chr1:154226377-154227384	NM_001127320	e		5	13	5	2	0	11
Gene_05199	chr1:154227624-154228223	NM_001127320	e		104	151	392	513	144	72
Gene_05200	chr1:154229467-154229647	NM_001127320	e		0	3	41	18	5	10
Gene_05201	chr1:154233427-154233483	NM_001127320	c		266	398	783	396	2	70
Gene_05202	chr1:154235791-154235840	NM_001127320	c		71	67	245	7	17	19
Gene_05203	chr1:154241239-154241536	NM_014847	e		132	68	400	119	176	326
Gene_05204	chr1:154242904-154243033	NM_014847	c		48	20	90	72	24	81
Gene_05205	chr1:154243085-154243144	NM_014847	c		60	33	206	32	67	134
Gene_05206	chr1:154245980-154246020	NM_001018837	c		43	27	112	185	41	8
Gene_05207	chr1:154247871-154247953	NM_001018837	c		4	6	5	5	2	4
Gene_05208	chr1:154309849-154309978	NM_020452	c		2	0	1	0	0	0
Gene_05209	chr1:154313442-154313521	NM_020452	c		0	0	1	0	0	0
Gene_05210	chr1:154315959-154316003	NM_020452	c		87	90	1	24	157	136
Gene_05211	chr1:154322317-154322404	NM_020452	c		88	69	2	0	0	13
Gene_05212	chr1:154322569-154322612	NM_020452	c		69	49	77	142	334	117
Gene_05213	chr1:154323430-154323486	NM_020452	c		29	33	127	5	41	33
Gene_05214	chr1:154542302-154542370	NM_000748	e		73	91	169	563	155	56
Gene_05215	chr1:154947280-154947407	NR_024163	e		614	224	532	193	1410	153
Gene_05216	chr1:154955973-154956087	NM_025207	c		152	132	359	312	271	207
Gene_05217	chr1:155035181-155035248	NM_207191	c		102	167	76	41	179	83
Gene_05218	chr1:155110142-155110182	NM_001122837	c		4	1	2	4	0	0
Gene_05219	chr1:155279855-155279980	NM_001135822	c		9	7	0	1	1	0
Gene_05220	chr1:155282108-155282234	NM_001135822	e		3	2	4	0	0	0
Gene_05221	chr1:155288659-155288706	NM_001135822	c		142	92	725	64	81	152
Gene_05222	chr1:155289605-155289685	NM_001135822	c		1	1	111	2	0	4
